,Token,Pos
47948,W,PROPN
47949,4TH,NUM
47950,St,PROPN
47951,Redfield,PROPN
47952,US,PROPN
47953,1401,NUM
47954,Mill,PROPN
47955,Street,PROPN
47956,Belle,PROPN
47957,Fourche,PROPN
47958,US,PROPN
47959,222,NUM
47960,NW,PROPN
47961,2nd,NOUN
47962,St,PROPN
47963,Madison,PROPN
47964,US,PROPN
47965,2702,NUM
47966,9th,NOUN
47967,Ave,PROPN
47968,SE,PROPN
47969,Watertown,ADJ
47970,US,PROPN
47971,1145,NUM
47972,Jensen,PROPN
47973,Highway,PROPN
47974,Hot,PROPN
47975,Springs,PROPN
47976,US,PROPN
47977,7761,NUM
47978,Rhea,PROPN
47979,County,PROPN
47980,Highway,PROPN
47981,Dayton,PROPN
47982,US,PROPN
47983,108,NUM
47984,Morris,PROPN
47985,Rd,PROPN
47986,Clarksville,PROPN
47987,US,PROPN
47988,3050,NUM
47989,Wilma,PROPN
47990,Rudolph,PROPN
47991,Blvd,PROPN
47992,Clarksville,PROPN
47993,US,PROPN
47994,1410,NUM
47995,25th,NOUN
47996,Street,PROPN
47997,",",PUNCT
47998,NW,PROPN
47999,Cleveland,PROPN
48000,US,PROPN
48001,1370,NUM
48002,Interstate,PROPN
48003,Dr,PROPN
48004,Cookeville,PROPN
48005,US,PROPN
48006,113,NUM
48007,Bear,PROPN
48008,Creek,PROPN
48009,Pike,PROPN
48010,Columbia,PROPN
48011,US,PROPN
48012,3332,NUM
48013,W,PROPN
48014,Andrew,PROPN
48015,Johnson,PROPN
48016,Hwy,PROPN
48017,Morristown,PROPN
48018,US,PROPN
48019,826,NUM
48020,W,PROPN
48021,Walnut,PROPN
48022,St,PROPN
48023,Johnson,PROPN
48024,City,PROPN
48025,US,PROPN
48026,1624,NUM
48027,Wilson,PROPN
48028,Road,PROPN
48029,Newberry,PROPN
48030,US,PROPN
48031,300,NUM
48032,N,CCONJ
48033,Main,PROPN
48034,St,PROPN
48035,Hemingway,PROPN
48036,US,PROPN
48037,1326,NUM
48038,Sniders,PROPN
48039,Hwy,PROPN
48040,Walterboro,PROPN
48041,US,PROPN
48042,101,NUM
48043,West,PROPN
48044,Blvd,PROPN
48045,Chesterfield,PROPN
48046,US,PROPN
48047,619,NUM
48048,N,CCONJ
48049,Longstreet,PROPN
48050,St,PROPN
48051,Kingstree,PROPN
48052,US,PROPN
48053,2060,NUM
48054,W,PROPN
48055,Evans,PROPN
48056,St,PROPN
48057,Florence,PROPN
48058,US,PROPN
48059,431,NUM
48060,Hartsville,PROPN
48061,Crossing,PROPN
48062,Rd,PROPN
48063,Hartsville,PROPN
48064,US,PROPN
48065,1305,NUM
48066,S,PROPN
48067,Pennsylvania,PROPN
48068,Ave,PROPN
48069,Wellston,PROPN
48070,US,PROPN
48071,128,NUM
48072,E,NOUN
48073,Wyandot,PROPN
48074,Ave,PROPN
48075,Upper,PROPN
48076,Sandusky,PROPN
48077,US,PROPN
48078,7346,NUM
48079,Kenwood,PROPN
48080,Rd,PROPN
48081,Cincinnati,PROPN
48082,US,PROPN
48083,119,NUM
48084,E,PROPN
48085,Columbus,PROPN
48086,St,PROPN
48087,Kenton,PROPN
48088,US,PROPN
48089,1640,NUM
48090,S,PROPN
48091,Washington,PROPN
48092,St,PROPN
48093,Millersburg,PROPN
48094,US,PROPN
48095,800,NUM
48096,E,NOUN
48097,Main,PROPN
48098,St,PROPN
48099,Jackson,PROPN
48100,US,PROPN
48101,1401,NUM
48102,SE,PROPN
48103,Washington,PROPN
48104,St,PROPN
48105,Idabel,PROPN
48106,US,PROPN
48107,423,NUM
48108,W,PROPN
48109,Main,PROPN
48110,St,PROPN
48111,John,PROPN
48112,Day,PROPN
48113,US,PROPN
48114,4800,NUM
48115,W,PROPN
48116,Atlantic,PROPN
48117,Ave,PROPN
48118,Delray,PROPN
48119,Beach,PROPN
48120,US,PROPN
48121,8714,NUM
48122,W.,PROPN
48123,Hillsborough,PROPN
48124,Ave,PROPN
48125,Tampa,PROPN
48126,US,PROPN
48127,330,NUM
48128,W.,PROPN
48129,Fletcher,PROPN
48130,Ave,PROPN
48131,Tampa,PROPN
48132,US,PROPN
48133,10960,NUM
48134,B,PROPN
48135,-,PUNCT
48136,Cross,PROPN
48137,Creek,PROPN
48138,Tampa,PROPN
48139,US,PROPN
48140,1505,NUM
48141,E,PROPN
48142,Fowler,PROPN
48143,Ave,PROPN
48144,Tampa,PROPN
48145,US,PROPN
48146,127,NUM
48147,S,PROPN
48148,Kentucky,PROPN
48149,Ave,PROPN
48150,Lakeland,PROPN
48151,US,PROPN
48152,1578,NUM
48153,3rd,PROPN
48154,Street,PROPN
48155,Sw,PROPN
48156,Winter,PROPN
48157,Haven,PROPN
48158,US,PROPN
48159,110,NUM
48160,West,PROPN
48161,Washington,PROPN
48162,Street,PROPN
48163,Indianapolis,PROPN
48164,US,PROPN
48165,3339,NUM
48166,45th,NOUN
48167,St,PROPN
48168,Highland,PROPN
48169,US,PROPN
48170,1452,NUM
48171,Fort,PROPN
48172,Harrison,PROPN
48173,Rd,PROPN
48174,Terre,PROPN
48175,Haute,PROPN
48176,US,PROPN
48177,125,NUM
48178,Miracle,PROPN
48179,Mile,PROPN
48180,Miami,PROPN
48181,US,PROPN
48182,9860,NUM
48183,SW,PROPN
48184,40th,PROPN
48185,Street,PROPN
48186,Miami,PROPN
48187,US,PROPN
48188,4136,NUM
48189,E,PROPN
48190,Busch,PROPN
48191,Boulevard,PROPN
48192,Tampa,PROPN
48193,US,PROPN
48194,6251,NUM
48195,Argyle,PROPN
48196,Forest,PROPN
48197,Boulevard,PROPN
48198,Jacksonville,PROPN
48199,US,PROPN
48200,4498,NUM
48201,N,PROPN
48202,Alafaya,PROPN
48203,Trl,PROPN
48204,suite,VERB
48205,324,NUM
48206,Orlando,PROPN
48207,US,PROPN
48208,3300,NUM
48209,Tamiami,PROPN
48210,Trl,PROPN
48211,E,NOUN
48212,Naples,PROPN
48213,US,PROPN
48214,7050,NUM
48215,Winkler,PROPN
48216,Rd,PROPN
48217,Ste,PROPN
48218,102,NUM
48219,Fort,PROPN
48220,Myers,PROPN
48221,US,PROPN
48222,205,NUM
48223,N,PROPN
48224,Main,PROPN
48225,Street,PROPN
48226,Wrens,PROPN
48227,US,PROPN
48228,509,NUM
48229,E,PROPN
48230,Franklin,PROPN
48231,Street,PROPN
48232,Sylvester,PROPN
48233,US,PROPN
48234,617,NUM
48235,E,PROPN
48236,Franklin,PROPN
48237,Street,PROPN
48238,Sylvester,PROPN
48239,US,PROPN
48240,3430,NUM
48241,Highway,PROPN
48242,34,NUM
48243,E,PROPN
48244,Sharpsburg,PROPN
48245,US,PROPN
48246,240,NUM
48247,Retreat,PROPN
48248,Village,PROPN
48249,Saint,PROPN
48250,Simons,PROPN
48251,Island,PROPN
48252,US,PROPN
48253,40,NUM
48254,Franklin,PROPN
48255,Springs,PROPN
48256,Street,PROPN
48257,Royston,PROPN
48258,US,PROPN
48259,401a,NOUN
48260,E,NOUN
48261,1st,PROPN
48262,Street,PROPN
48263,Vidalia,PROPN
48264,US,PROPN
48265,8175,NUM
48266,N,PROPN
48267,Highway,PROPN
48268,27,NUM
48269,Rock,PROPN
48270,Spring,PROPN
48271,US,PROPN
48272,914,NUM
48273,Tenth,ADJ
48274,Street,PROPN
48275,Warner,PROPN
48276,Robins,PROPN
48277,US,PROPN
48278,255,NUM
48279,Habersham,PROPN
48280,Village,PROPN
48281,Circle,PROPN
48282,Cornelia,PROPN
48283,US,PROPN
48284,8967,NUM
48285,Woodville,PROPN
48286,HWay,PROPN
48287,Tallahassee,PROPN
48288,US,PROPN
48289,122,NUM
48290,N,NUM
48291,Dixie,PROPN
48292,HWay,PROPN
48293,West,PROPN
48294,Palm,PROPN
48295,Beach,PROPN
48296,US,PROPN
48297,1498,NUM
48298,Us,PROPN
48299,Highway,PROPN
48300,17,NUM
48301,N,PROPN
48302,Wauchula,PROPN
48303,US,PROPN
48304,909,NUM
48305,S,NOUN
48306,6th,NOUN
48307,Avenue,PROPN
48308,Wauchula,PROPN
48309,US,PROPN
48310,1296,NUM
48311,Atlanta,PROPN
48312,Hwy,PROPN
48313,Ste,PROPN
48314,100,NUM
48315,Auburn,PROPN
48316,US,PROPN
48317,48,NUM
48318,N,PROPN
48319,Avondale,PROPN
48320,Road,PROPN
48321,Avondale,PROPN
48322,Estates,PROPN
48323,US,PROPN
48324,2005,NUM
48325,North,PROPN
48326,Street,PROPN
48327,Ashburn,VERB
48328,US,PROPN
48329,4343,NUM
48330,George,PROPN
48331,St,PROPN
48332,Moody,PROPN
48333,A,PROPN
48334,F,PROPN
48335,B,PROPN
48336,US,PROPN
48337,417,NUM
48338,Spaulding,PROPN
48339,Road,PROPN
48340,Montezuma,PROPN
48341,US,PROPN
48342,1920,NUM
48343,Eatonton,PROPN
48344,Road,PROPN
48345,Madison,PROPN
48346,US,PROPN
48347,840,NUM
48348,Veterans,PROPN
48349,Memorial,PROPN
48350,Hwy,PROPN
48351,SE,PROPN
48352,Mableton,PROPN
48353,US,PROPN
48354,3132,NUM
48355,US,PROPN
48356,Highway,PROPN
48357,1,NUM
48358,S,PROPN
48359,Twin,PROPN
48360,City,PROPN
48361,US,PROPN
48362,323,NUM
48363,College,PROPN
48364,Drive,PROPN
48365,Barnesville,PROPN
48366,US,PROPN
48367,3055,NUM
48368,State,PROPN
48369,Road,PROPN
48370,60,NUM
48371,Okeechobee,PROPN
48372,US,PROPN
48373,1429,NUM
48374,Liberty,PROPN
48375,Road,PROPN
48376,Sykesville,PROPN
48377,US,PROPN
48378,8001,NUM
48379,Pulaski,PROPN
48380,HWay,PROPN
48381,Rosedale,PROPN
48382,US,PROPN
48383,9100,NUM
48384,Rothbury,PROPN
48385,Drive,PROPN
48386,Montgomery,PROPN
48387,Village,PROPN
48388,US,PROPN
48389,8505,NUM
48390,Liberty,PROPN
48391,Road,PROPN
48392,Randallstown,PROPN
48393,US,PROPN
48394,1699,NUM
48395,Crofton,PROPN
48396,Center,PROPN
48397,Crofton,PROPN
48398,US,PROPN
48399,9358,NUM
48400,Lanham,PROPN
48401,Severn,PROPN
48402,Road,PROPN
48403,Lanham,PROPN
48404,US,PROPN
48405,1280,NUM
48406,N,PROPN
48407,Queen,PROPN
48408,Street,PROPN
48409,Martinsburg,PROPN
48410,US,PROPN
48411,8145,NUM
48412,Honeygo,PROPN
48413,Blvd,PROPN
48414,Unit,PROPN
48415,C,PROPN
48416,Nottingham,PROPN
48417,US,PROPN
48418,5272,NUM
48419,Campbell,PROPN
48420,Blvd,PROPN
48421,Ste,PROPN
48422,E,PROPN
48423,Nottingham,PROPN
48424,US,PROPN
48425,8985,NUM
48426,Woodyard,PROPN
48427,Road,PROPN
48428,Clinton,PROPN
48429,US,PROPN
48430,7501,NUM
48431,Annapolis,PROPN
48432,Road,PROPN
48433,Hyattsville,PROPN
48434,US,PROPN
48435,7407,NUM
48436,Van,PROPN
48437,Dusen,PROPN
48438,Road,PROPN
48439,Laurel,PROPN
48440,US,PROPN
48441,9204,NUM
48442,Baltimore,PROPN
48443,Avenue,PROPN
48444,College,PROPN
48445,Park,PROPN
48446,US,PROPN
48447,999,NUM
48448,Beards,PROPN
48449,Hill,PROPN
48450,Road,PROPN
48451,Aberdeen,PROPN
48452,US,PROPN
48453,2332,NUM
48454,Mountain,PROPN
48455,Road,PROPN
48456,Pasadena,PROPN
48457,US,PROPN
48458,1304,NUM
48459,Mackinaw,PROPN
48460,Avenue,PROPN
48461,Cheboygan,PROPN
48462,US,PROPN
48463,1575,NUM
48464,Church,PROPN
48465,Street,PROPN
48466,Decatur,PROPN
48467,US,PROPN
48468,590,NUM
48469,Brannen,PROPN
48470,St,PROPN
48471,Statesboro,PROPN
48472,US,PROPN
48473,807,NUM
48474,West,PROPN
48475,Ave,PROPN
48476,Ste,PROPN
48477,A,PROPN
48478,Cartersville,PROPN
48479,US,PROPN
48480,2613,NUM
48481,Deans,PROPN
48482,Bridge,PROPN
48483,Road,PROPN
48484,Augusta,PROPN
48485,US,PROPN
48486,5681,NUM
48487,Memorial,PROPN
48488,Dr,PROPN
48489,Stone,PROPN
48490,Mountain,PROPN
48491,US,PROPN
48492,135,NUM
48493,Curry,PROPN
48494,St,PROPN
48495,NE,PROPN
48496,Pelham,PROPN
48497,US,PROPN
48498,256,NUM
48499,N,PROPN
48500,Main,PROPN
48501,Street,PROPN
48502,Jonesboro,PROPN
48503,US,PROPN
48504,4802,NUM
48505,Augusta,PROPN
48506,Road,PROPN
48507,Savannah,PROPN
48508,US,PROPN
48509,749,NUM
48510,W,NOUN
48511,Oglethorpe,PROPN
48512,HWay,PROPN
48513,Hinesville,PROPN
48514,US,PROPN
48515,819,NUM
48516,2nd,NOUN
48517,St,PROPN
48518,W,PROPN
48519,Tifton,PROPN
48520,US,PROPN
48521,7811,NUM
48522,Highway,PROPN
48523,19,NUM
48524,S,PROPN
48525,Zebulon,PROPN
48526,US,PROPN
48527,269,NUM
48528,Mountain,PROPN
48529,View,PROPN
48530,Road,PROPN
48531,Berthoud,PROPN
48532,US,PROPN
48533,2912,NUM
48534,Evergreen,PROPN
48535,Parkway,PROPN
48536,Evergreen,PROPN
48537,US,PROPN
48538,605,NUM
48539,W,PROPN
48540,Midland,PROPN
48541,Avenue,PROPN
48542,Woodland,PROPN
48543,Park,PROPN
48544,US,PROPN
48545,436,NUM
48546,Edwards,PROPN
48547,Village,PROPN
48548,Boulevard,PROPN
48549,Edwards,PROPN
48550,US,PROPN
48551,8065,NUM
48552,Fountain,PROPN
48553,Mesa,PROPN
48554,Road,PROPN
48555,Fountain,PROPN
48556,US,PROPN
48557,1112,NUM
48558,Royal,PROPN
48559,Gorge,PROPN
48560,Boulevard,PROPN
48561,Cañon,PROPN
48562,City,PROPN
48563,US,PROPN
48564,1211,NUM
48565,Escalante,PROPN
48566,Avenue,PROPN
48567,Durango,PROPN
48568,US,PROPN
48569,9585,NUM
48570,Ralston,PROPN
48571,Road,PROPN
48572,Arvada,PROPN
48573,US,PROPN
48574,6831,NUM
48575,W,PROPN
48576,120th,ADJ
48577,Avenue,PROPN
48578,Broomfield,PROPN
48579,US,PROPN
48580,5210,NUM
48581,E,PROPN
48582,Arapahoe,PROPN
48583,Road,PROPN
48584,Littleton,PROPN
48585,US,PROPN
48586,8555,NUM
48587,W,PROPN
48588,Belleview,PROPN
48589,Ave,PROPN
48590,Ste,PROPN
48591,H200,PROPN
48592,Littleton,PROPN
48593,US,PROPN
48594,100,NUM
48595,E,NOUN
48596,120th,ADJ
48597,Avenue,PROPN
48598,Denver,PROPN
48599,US,PROPN
48600,1322,NUM
48601,E,PROPN
48602,Lamar,PROPN
48603,St,PROPN
48604,Americus,PROPN
48605,US,PROPN
48606,12530,NUM
48607,Jefferson,PROPN
48608,Davis,PROPN
48609,Hwy,PROPN
48610,Chester,PROPN
48611,US,PROPN
48612,695,NUM
48613,Jerry,PROPN
48614,St,PROPN
48615,Ste,PROPN
48616,108,NUM
48617,Castle,PROPN
48618,Rock,PROPN
48619,US,PROPN
48620,3015,NUM
48621,Youngfield,PROPN
48622,Street,PROPN
48623,Golden,PROPN
48624,US,PROPN
48625,35,NUM
48626,Market,PROPN
48627,Street,PROPN
48628,Glenwood,PROPN
48629,Springs,PROPN
48630,US,PROPN
48631,2237,NUM
48632,Prairie,PROPN
48633,Center,PROPN
48634,Pkwy,PROPN
48635,Unit,PROPN
48636,E,PROPN
48637,Brighton,PROPN
48638,US,PROPN
48639,1521,NUM
48640,E,PROPN
48641,Bridge,PROPN
48642,Street,PROPN
48643,Brighton,PROPN
48644,US,PROPN
48645,2564,NUM
48646,E,PROPN
48647,Bridge,PROPN
48648,Street,PROPN
48649,Brighton,PROPN
48650,US,PROPN
48651,1298,NUM
48652,E,NOUN
48653,104th,PROPN
48654,Avenue,PROPN
48655,Denver,PROPN
48656,US,PROPN
48657,1409,NUM
48658,Military,PROPN
48659,HWay,PROPN
48660,Pineville,PROPN
48661,US,PROPN
48662,1206,NUM
48663,Creswell,PROPN
48664,Lane,PROPN
48665,Opelousas,PROPN
48666,US,PROPN
48667,1401,NUM
48668,W,PROPN
48669,Esplanade,PROPN
48670,Avenue,PROPN
48671,Kenner,PROPN
48672,US,PROPN
48673,1000,NUM
48674,W,PROPN
48675,Esplanade,PROPN
48676,Avenue,PROPN
48677,Kenner,PROPN
48678,US,PROPN
48679,7415,NUM
48680,Corporate,PROPN
48681,Blvd,PROPN
48682,Ste,PROPN
48683,940,NUM
48684,Baton,PROPN
48685,Rouge,PROPN
48686,US,PROPN
48687,607,NUM
48688,Cypress,PROPN
48689,Street,PROPN
48690,West,PROPN
48691,Monroe,PROPN
48692,US,PROPN
48693,5325,NUM
48694,Cypress,PROPN
48695,Street,PROPN
48696,West,PROPN
48697,Monroe,PROPN
48698,US,PROPN
48699,1638,NUM
48700,Gause,PROPN
48701,Boulevard,PROPN
48702,Slidell,PROPN
48703,US,PROPN
48704,7000,NUM
48705,Mansfield,PROPN
48706,Road,PROPN
48707,Shreveport,PROPN
48708,US,PROPN
48709,2444,NUM
48710,W,PROPN
48711,Thomas,PROPN
48712,Street,PROPN
48713,Hammond,PROPN
48714,US,PROPN
48715,1001,NUM
48716,Macarthur,PROPN
48717,Drive,PROPN
48718,Alexandria,PROPN
48719,US,PROPN
48720,3437,NUM
48721,Masonic,PROPN
48722,Dr,PROPN
48723,Ste,PROPN
48724,1522,NUM
48725,Alexandria,PROPN
48726,US,PROPN
48727,1030,NUM
48728,Macarthur,PROPN
48729,Drive,PROPN
48730,Alexandria,PROPN
48731,US,PROPN
48732,1616,NUM
48733,Martin,PROPN
48734,Luther,PROPN
48735,King,PROPN
48736,Jr,PROPN
48737,Drive,PROPN
48738,Monroe,PROPN
48739,US,PROPN
48740,1171,NUM
48741,W,NOUN
48742,Tunnel,PROPN
48743,Boulevard,PROPN
48744,Houma,PROPN
48745,US,PROPN
48746,460,NUM
48747,Us,PROPN
48748,Highway,NOUN
48749,27,NUM
48750,N,PROPN
48751,Stanford,PROPN
48752,US,PROPN
48753,313,NUM
48754,Porter,PROPN
48755,Road,PROPN
48756,Sadieville,PROPN
48757,US,PROPN
48758,121,NUM
48759,Oakbrooke,PROPN
48760,Drive,PROPN
48761,Mount,PROPN
48762,Washington,PROPN
48763,US,PROPN
48764,858,NUM
48765,S,PROPN
48766,College,PROPN
48767,Street,PROPN
48768,Harrodsburg,PROPN
48769,US,PROPN
48770,3450,NUM
48771,Valley,PROPN
48772,Plaza,PROPN
48773,Pkwy,PROPN
48774,Ft,PROPN
48775,Mitchell,PROPN
48776,US,PROPN
48777,3404,NUM
48778,Court,PROPN
48779,Street,PROPN
48780,Catlettsburg,PROPN
48781,US,PROPN
48782,4388,NUM
48783,Calvert,PROPN
48784,City,PROPN
48785,Road,PROPN
48786,Calvert,PROPN
48787,City,PROPN
48788,US,PROPN
48789,2869,NUM
48790,Weldon,PROPN
48791,Loop,PROPN
48792,Upton,PROPN
48793,US,PROPN
48794,2402,NUM
48795,E,NOUN
48796,38th,PROPN
48797,St,PROPN
48798,Indianapolis,PROPN
48799,US,PROPN
48800,150,NUM
48801,Southside,PROPN
48802,Mall,PROPN
48803,Road,PROPN
48804,South,PROPN
48805,Williamson,PROPN
48806,US,PROPN
48807,1111,NUM
48808,N.,PROPN
48809,Hamilton,PROPN
48810,Rd,PROPN
48811,Columbus,PROPN
48812,US,PROPN
48813,1871,NUM
48814,Erie,PROPN
48815,Blvd,PROPN
48816,Hamilton,PROPN
48817,US,PROPN
48818,9990,NUM
48819,Harrison,PROPN
48820,Ave,PROPN
48821,Harrison,PROPN
48822,US,PROPN
48823,435,NUM
48824,E.,PROPN
48825,Martin,PROPN
48826,Luther,PROPN
48827,King,PROPN
48828,Dr,PROPN
48829,Cincinnati,PROPN
48830,US,PROPN
48831,320,NUM
48832,Central,PROPN
48833,Shopping,PROPN
48834,Center,PROPN
48835,Campbellsville,PROPN
48836,US,PROPN
48837,245,NUM
48838,W,PROPN
48839,New,PROPN
48840,Circle,PROPN
48841,Road,PROPN
48842,Lexington,PROPN
48843,US,PROPN
48844,1518,NUM
48845,N,PROPN
48846,6th,NOUN
48847,Street,PROPN
48848,Monticello,PROPN
48849,US,PROPN
48850,1064,NUM
48851,W,PROPN
48852,Broadway,PROPN
48853,Street,PROPN
48854,Monticello,PROPN
48855,US,PROPN
48856,4,NUM
48857,N,PROPN
48858,Franklin,PROPN
48859,Street,PROPN
48860,Knightstown,PROPN
48861,US,PROPN
48862,7099,NUM
48863,S,PROPN
48864,State,PROPN
48865,Road,PROPN
48866,67,NUM
48867,Pendleton,PROPN
48868,US,PROPN
48869,725,NUM
48870,W,PROPN
48871,Jackson,PROPN
48872,Street,PROPN
48873,Parker,PROPN
48874,City,PROPN
48875,US,PROPN
48876,650,NUM
48877,W,PROPN
48878,Pendleton,PROPN
48879,Avenue,PROPN
48880,Lapel,PROPN
48881,US,PROPN
48882,1209,NUM
48883,N,PROPN
48884,Main,PROPN
48885,Street,PROPN
48886,Huntingburg,PROPN
48887,US,PROPN
48888,468,NUM
48889,E,NOUN
48890,Lagrange,PROPN
48891,Road,PROPN
48892,Hanover,PROPN
48893,US,PROPN
48894,119,NUM
48895,Big,PROPN
48896,Valley,PROPN
48897,Dr,PROPN
48898,Alexandria,PROPN
48899,US,PROPN
48900,2141,NUM
48901,Ross,PROPN
48902,Clark,PROPN
48903,Cir,PROPN
48904,Dothan,PROPN
48905,US,PROPN
48906,1850,NUM
48907,W.,PROPN
48908,Blue,PROPN
48909,Heron,PROPN
48910,Blvd,PROPN
48911,.,PUNCT
48912,West,PROPN
48913,Palm,PROPN
48914,Beach,PROPN
48915,US,PROPN
48916,803,NUM
48917,Donald,PROPN
48918,Ross,PROPN
48919,Rd,PROPN
48920,North,PROPN
48921,Palm,PROPN
48922,Beach,PROPN
48923,US,PROPN
48924,5641,NUM
48925,Okeechobee,PROPN
48926,Rd,PROPN
48927,West,PROPN
48928,Palm,PROPN
48929,Beach,PROPN
48930,US,PROPN
48931,4778,NUM
48932,N.,PROPN
48933,Congress,PROPN
48934,Ave,PROPN
48935,Boynton,PROPN
48936,Beach,PROPN
48937,US,PROPN
48938,6014,NUM
48939,S.,PROPN
48940,Military,PROPN
48941,Trl,PROPN
48942,Lake,PROPN
48943,Worth,PROPN
48944,US,PROPN
48945,10140,NUM
48946,Okeechobee,PROPN
48947,Blvd,PROPN
48948,West,PROPN
48949,Palm,PROPN
48950,Beach,PROPN
48951,US,PROPN
48952,5581,NUM
48953,Soutel,PROPN
48954,Dr.,PROPN
48955,Jacksonville,PROPN
48956,US,PROPN
48957,1224,NUM
48958,Main,PROPN
48959,St,PROPN
48960,Fort,PROPN
48961,Morgan,PROPN
48962,US,PROPN
48963,607,NUM
48964,Old,ADJ
48965,Steese,PROPN
48966,Hwy,PROPN
48967,Fairbanks,PROPN
48968,US,PROPN
48969,2824,NUM
48970,Jones,PROPN
48971,Street,PROPN
48972,San,PROPN
48973,Francisco,PROPN
48974,US,PROPN
48975,520,NUM
48976,W,PROPN
48977,Main,PROPN
48978,Ave,PROPN
48979,Spokane,PROPN
48980,US,PROPN
48981,318,NUM
48982,Inland,PROPN
48983,Center,PROPN
48984,Drive,PROPN
48985,San,PROPN
48986,Bernardino,PROPN
48987,US,PROPN
48988,3255,NUM
48989,W,PROPN
48990,Hammer,PROPN
48991,Ln,PROPN
48992,Stockton,PROPN
48993,US,PROPN
48994,2648,NUM
48995,E,PROPN
48996,Fremont,PROPN
48997,St,PROPN
48998,Stockton,PROPN
48999,US,PROPN
49000,1801,NUM
49001,E,NOUN
49002,Gibson,PROPN
49003,Rd,PROPN
49004,Ste,PROPN
49005,B,PROPN
49006,Woodland,PROPN
49007,US,PROPN
49008,1580,NUM
49009,E,PROPN
49010,Main,PROPN
49011,Street,PROPN
49012,Woodland,PROPN
49013,US,PROPN
49014,408,NUM
49015,Bell,PROPN
49016,Avenue,PROPN
49017,Yuba,PROPN
49018,City,PROPN
49019,US,PROPN
49020,745446,NUM
49021,Makala,PROPN
49022,Blvd,PROPN
49023,Kailua,PROPN
49024,Kona,PROPN
49025,US,PROPN
49026,1778,NUM
49027,Ala,PROPN
49028,Moana,PROPN
49029,Boulevard,PROPN
49030,Honolulu,PROPN
49031,US,PROPN
49032,4725,NUM
49033,Bougainville,PROPN
49034,Drive,PROPN
49035,Honolulu,PROPN
49036,US,PROPN
49037,94673,NUM
49038,Kupuohi,PROPN
49039,St,PROPN
49040,Ste,PROPN
49041,B104,PROPN
49042,Waipahu,PROPN
49043,US,PROPN
49044,1215,NUM
49045,S,PROPN
49046,Beretania,PROPN
49047,Street,PROPN
49048,Honolulu,PROPN
49049,US,PROPN
49050,134,NUM
49051,Kapahulu,PROPN
49052,Avenue,PROPN
49053,Honolulu,PROPN
49054,US,PROPN
49055,56580,NUM
49056,Kamehameha,PROPN
49057,HWay,PROPN
49058,Kahuku,PROPN
49059,US,PROPN
49060,155,NUM
49061,S,PROPN
49062,Puunene,PROPN
49063,Avenue,PROPN
49064,Kahului,PROPN
49065,US,PROPN
49066,1148,NUM
49067,Fort,PROPN
49068,Street,PROPN
49069,Mall,PROPN
49070,Honolulu,PROPN
49071,US,PROPN
49072,14,NUM
49073,W,PROPN
49074,Lanikaula,PROPN
49075,St,PROPN
49076,Ste,PROPN
49077,104,NUM
49078,Hilo,NOUN
49079,US,PROPN
49080,2424,NUM
49081,S,PROPN
49082,Beretania,PROPN
49083,St,PROPN
49084,Ste,PROPN
49085,101,NUM
49086,Honolulu,PROPN
49087,US,PROPN
49088,46047,NUM
49089,Kamehameha,PROPN
49090,Hwy,PROPN
49091,Unit,PROPN
49092,17e,NOUN
49093,Kaneohe,PROPN
49094,US,PROPN
49095,69250,NUM
49096,Waikoloa,PROPN
49097,Beach,PROPN
49098,Dr,PROPN
49099,Ste,PROPN
49100,D5,PROPN
49101,Waikoloa,PROPN
49102,US,PROPN
49103,755729,NUM
49104,Kuakini,PROPN
49105,Hwy,PROPN
49106,Kailua,PROPN
49107,Kona,PROPN
49108,US,PROPN
49109,94595,NUM
49110,Kupuohi,PROPN
49111,Street,PROPN
49112,Waipahu,PROPN
49113,US,PROPN
49114,3601,NUM
49115,S,PROPN
49116,Orlando,PROPN
49117,Drive,PROPN
49118,Sanford,PROPN
49119,US,PROPN
49120,921,NUM
49121,Us,PROPN
49122,Highway,NOUN
49123,27,NUM
49124,N,PROPN
49125,Sebring,VERB
49126,US,PROPN
49127,78,NUM
49128,E,NOUN
49129,Blue,PROPN
49130,Heron,PROPN
49131,Boulevard,PROPN
49132,West,PROPN
49133,Palm,PROPN
49134,Beach,PROPN
49135,US,PROPN
49136,8188,NUM
49137,W,PROPN
49138,Commercial,PROPN
49139,Boulevard,PROPN
49140,Fort,PROPN
49141,Lauderdale,PROPN
49142,US,PROPN
49143,1801,NUM
49144,State,PROPN
49145,Road,PROPN
49146,559,NUM
49147,Polk,PROPN
49148,City,PROPN
49149,US,PROPN
49150,1000,NUM
49151,N,PROPN
49152,Congress,PROPN
49153,Ave,PROPN
49154,Ste,PROPN
49155,110,NUM
49156,Boynton,PROPN
49157,Beach,PROPN
49158,US,PROPN
49159,401,NUM
49160,N,PROPN
49161,Dixie,PROPN
49162,HWay,PROPN
49163,Lake,PROPN
49164,Worth,PROPN
49165,US,PROPN
49166,8790,NUM
49167,Boynton,PROPN
49168,Beach,PROPN
49169,Blvd,PROPN
49170,Building,PROPN
49171,B1,PROPN
49172,Boynton,PROPN
49173,Beach,PROPN
49174,US,PROPN
49175,20,NUM
49176,Highway,NOUN
49177,40,NUM
49178,E,NOUN
49179,Inglis,PROPN
49180,US,PROPN
49181,9012,NUM
49182,New,PROPN
